E-UTM [m],N-UTM [m],Rew [m/s2],Rns [m/s2],Rgh [m/s2],
       632624.900000,      4992539.000000,            1.034000,            1.487000,            1.240000,
       632624.900000,      4992041.000000,            1.083000,            1.673000,            1.346000,
       632953.500000,      4992215.000000,            1.150000,            1.067000,            1.108000,
       633123.400000,      4941256.000000,            0.966000,            1.166000,            1.061000,
       632952.100000,      4941581.000000,            1.413000,            1.114000,            1.255000,
       632624.900000,      4941256.000000,            1.257000,            0.963000,            1.100000,
       706906.700000,      4941754.000000,            0.832000,            0.986000,            0.906000,
       706578.100000,      4941580.000000,            0.977000,            0.967000,            0.972000,
       706906.700000,      4941256.000000,            0.810000,            1.194000,            0.983000,
       633487.400000,      4970631.000000,            1.726000,            1.438000,            1.575000,
       633487.400000,      4971129.000000,            2.127000,            1.435000,            1.747000,
       633056.200000,      4970880.000000,            1.574000,            1.185000,            1.366000,
       632624.900000,      4990548.000000,            1.013000,            0.954000,            0.983000,
       633071.000000,      4990807.000000,            1.336000,            0.932000,            1.116000,
       632624.900000,      4991045.000000,            1.518000,            1.087000,            1.285000,
       636075.100000,      4969635.000000,            1.351000,            1.498000,            1.422000,
       636075.100000,      4970132.000000,            1.528000,            1.504000,            1.516000,
       635643.800000,      4969884.000000,            1.941000,            1.769000,            1.853000,
       633505.000000,      4990053.000000,            1.559000,            1.864000,            1.705000,
       633954.400000,      4990293.000000,            1.063000,            1.374000,            1.209000,
       633524.500000,      4990561.000000,            1.131000,            1.223000,            1.176000,
       661041.600000,      4991676.000000,            1.720000,            2.211000,            1.950000,
       660792.300000,      4992107.000000,            1.970000,            2.191000,            2.078000,
       660543.100000,      4991676.000000,            1.949000,            2.393000,            2.160000,
       634868.600000,      4992108.000000,            1.163000,            1.335000,            1.246000,
       634368.900000,      4992108.000000,            1.223000,            1.286000,            1.254000,
       634614.500000,      4991680.000000,            1.275000,            1.322000,            1.298000,
       633056.200000,      4971876.000000,            1.634000,            1.537000,            1.585000,
       633056.200000,      4972374.000000,            1.498000,            1.534000,            1.516000,
       632624.900000,      4972125.000000,            1.269000,            1.521000,            1.389000,
       632624.900000,      4987062.000000,            1.217000,            1.327000,            1.271000,
       633056.200000,      4987311.000000,            1.274000,            1.680000,            1.463000,
       632624.900000,      4987560.000000,            1.674000,            1.578000,            1.625000,
       636364.100000,      4992107.000000,            1.337000,            1.502000,            1.417000,
       635865.500000,      4992107.000000,            1.450000,            1.275000,            1.360000,
       636114.900000,      4991676.000000,            1.183000,            1.364000,            1.270000,
       657303.200000,      4989517.000000,            2.176000,            1.825000,            1.993000,
       657801.700000,      4989517.000000,            2.561000,            3.283000,            2.899000,
       657552.300000,      4989949.000000,            2.955000,            2.588000,            2.766000,
       634781.100000,      4985816.000000,            1.236000,            1.419000,            1.324000,
       635212.200000,      4986065.000000,            1.353000,            1.217000,            1.283000,
       634781.000000,      4986314.000000,            1.445000,            1.674000,            1.555000,
       637361.100000,      4992107.000000,            1.304000,            1.430000,            1.366000,
       637610.500000,      4991676.000000,            1.150000,            1.362000,            1.251000,
       637859.700000,      4992107.000000,            1.065000,            1.273000,            1.164000,
       638358.200000,      4992107.000000,            1.106000,            1.276000,            1.188000,
       638109.100000,      4991676.000000,            1.332000,            1.479000,            1.404000,
       638607.600000,      4991676.000000,            1.355000,            1.560000,            1.454000,
       638856.700000,      4992107.000000,            1.341000,            1.353000,            1.347000,
       633487.400000,      4975112.000000,            1.755000,            1.712000,            1.734000,
       633487.400000,      4975610.000000,            1.394000,            1.352000,            1.373000,
       633056.200000,      4975362.000000,            1.026000,            1.537000,            1.256000,
       650323.000000,      4992107.000000,            1.786000,            1.782000,            1.784000,
       649824.500000,      4992107.000000,            1.614000,            2.179000,            1.876000,
       650073.900000,      4991676.000000,            1.839000,            2.594000,            2.184000,
       643343.800000,      4991244.000000,            1.441000,            1.258000,            1.347000,
       643094.400000,      4991676.000000,            1.466000,            1.437000,            1.452000,
       642845.200000,      4991244.000000,            1.283000,            1.238000,            1.260000,
       640103.500000,      4990812.000000,            1.923000,            1.218000,            1.531000,
       640352.900000,      4990381.000000,            1.999000,            1.242000,            1.576000,
       640602.000000,      4990812.000000,            1.136000,            1.744000,            1.408000,
       641349.400000,      4992107.000000,            1.344000,            1.529000,            1.433000,
       641598.800000,      4991676.000000,            1.632000,            1.278000,            1.444000,
       641847.900000,      4992107.000000,            1.606000,            1.772000,            1.687000,
       632624.900000,      4974117.000000,            1.216000,            2.011000,            1.564000,
       633056.200000,      4974366.000000,            1.768000,            1.257000,            1.491000,
       632624.900000,      4974615.000000,            1.414000,            1.625000,            1.515000,
       633487.400000,      4983079.000000,            1.166000,            1.394000,            1.275000,
       633056.200000,      4982830.000000,            1.483000,            1.307000,            1.392000,
       633487.400000,      4982581.000000,            1.569000,            1.537000,            1.553000,
       643842.100000,      4992107.000000,            1.760000,            1.621000,            1.689000,
       643343.500000,      4992107.000000,            1.339000,            1.636000,            1.480000,
       643592.900000,      4991676.000000,            1.647000,            1.130000,            1.364000,
       644590.200000,      4990812.000000,            1.650000,            1.810000,            1.728000,
       644091.700000,      4990812.000000,            1.320000,            1.682000,            1.490000,
       644341.100000,      4990381.000000,            1.719000,            1.387000,            1.544000,
       645337.700000,      4992107.000000,            1.578000,            1.393000,            1.483000,
       644839.100000,      4992107.000000,            1.592000,            1.454000,            1.522000,
       645088.500000,      4991676.000000,            1.513000,            1.853000,            1.674000,
       633056.200000,      4980838.000000,            1.212000,            1.649000,            1.414000,
       632624.900000,      4980590.000000,            1.888000,            1.702000,            1.793000,
       633056.200000,      4980340.000000,            1.441000,            1.320000,            1.379000,
       632624.900000,      4975611.000000,            1.472000,            1.772000,            1.615000,
       632624.900000,      4975113.000000,            1.466000,            1.546000,            1.505000,
       650821.800000,      4991244.000000,            1.872000,            1.651000,            1.758000,
       651320.300000,      4991244.000000,            1.722000,            1.825000,            1.773000,
       651070.900000,      4991676.000000,            1.698000,            1.534000,            1.614000,
       648329.300000,      4990381.000000,            2.085000,            2.189000,            2.136000,
       647830.800000,      4990381.000000,            1.415000,            1.646000,            1.526000,
       648080.200000,      4989949.000000,            2.164000,            1.687000,            1.910000,
       633056.200000,      4973370.000000,            1.408000,            1.873000,            1.624000,
       633056.200000,      4972872.000000,            1.212000,            1.338000,            1.274000,
       633487.400000,      4973121.000000,            1.366000,            1.544000,            1.453000,
       633487.400000,      4976108.000000,            1.562000,            1.661000,            1.610000,
       633487.400000,      4976606.000000,            1.654000,            1.604000,            1.629000,
       633056.200000,      4976357.000000,            1.288000,            2.033000,            1.618000,
       634349.900000,      4975112.000000,            1.382000,            1.977000,            1.653000,
       634349.900000,      4975610.000000,            1.708000,            1.538000,            1.621000,
       633918.700000,      4975361.000000,            1.385000,            1.595000,            1.486000,
       635212.500000,      4973120.000000,            1.467000,            1.729000,            1.592000,
       635212.500000,      4973618.000000,            1.828000,            1.663000,            1.744000,
       634781.200000,      4973369.000000,            1.785000,            1.453000,            1.610000,
       654809.800000,      4992107.000000,            1.523000,            2.288000,            1.867000,
       655059.200000,      4991676.000000,            2.074000,            1.996000,            2.035000,
       655308.400000,      4992107.000000,            1.645000,            2.038000,            1.831000,
       662288.100000,      4991244.000000,            1.673000,            1.572000,            1.622000,
       662786.600000,      4991244.000000,            1.992000,            2.692000,            2.316000,
       662537.200000,      4991676.000000,            2.343000,            2.129000,            2.233000,
       633918.700000,      4970382.000000,            1.192000,            1.834000,            1.478000,
       633918.700000,      4970880.000000,            1.851000,            1.392000,            1.605000,
       655557.700000,      4991676.000000,            1.688000,            2.183000,            1.920000,
       655806.900000,      4992107.000000,            1.654000,            1.762000,            1.707000,
       655558.200000,      4989949.000000,            1.978000,            2.030000,            2.004000,
       655807.600000,      4989517.000000,            2.133000,            2.339000,            2.233000,
       656056.700000,      4989949.000000,            2.259000,            3.069000,            2.633000,
       663783.500000,      4992107.000000,            2.471000,            2.293000,            2.380000,
       663534.100000,      4992539.000000,            1.634000,            2.399000,            1.980000,
       663284.900000,      4992107.000000,            2.562000,            2.314000,            2.435000,
       662537.000000,      4941256.000000,            1.774000,            1.891000,            1.832000,
